UID,Project Code,Account Manager,Client,Project Name,Opp Status,Status,Decision,Final Amount,Encoded Date,Date Received,Client Deadline,Remarks
"a4d815cc-b9fb-49e1-8d3c-07f2b851bf0b","CMRP25030152","RTR","Philcore System Solutions Power Inc","Philcore SMGP 1 Year BESS SCADA Maintenance Services","OP30","Submitted","GO","892012.31","2025-04-06T16:00:00.000Z","2025-03-27T16:00:00.000Z","2025-03-30T16:00:00.000Z","Apr 04:
- Client advises to raise costing"
"5eb9db30-875e-4e8e-9ab6-7656394d4621","CMRP25040177","JMO","URC BCFG","URC SP1_Improvement of FUEL transfer pump and Grounding","LOST","Submitted","GO","621002.06","2025-04-06T16:00:00.000Z","2025-04-06T16:00:00.000Z","2025-04-14T16:00:00.000Z","20May SSW lost to Megamasterlink (610k)"
"7d309a3e-f720-4101-9e89-371bcda2af7e","CMRP","JMO","URC BCFG","URC SP1_Improvement of Controlled & Combustible","","","DECLINE","","2025-04-06T16:00:00.000Z","2025-04-06T16:00:00.000Z","","Not within CMR Core technology"
"3afc3f16-7288-4d9f-8185-e9abad37e9a5","CMRP25040162","NSG","FCF Minerals Corporation","FCF Minerals Supply of Siemens ACB","OP30","Submitted","GO","95223.38","2025-04-03T16:00:00.000Z","2025-04-03T16:00:00.000Z","2025-04-10T16:00:00.000Z",""
"7b2177b5-8ddf-4f40-b115-4140b6597f05","CMRP25040181","JMO","URC BCFG","URC Cavite _ Upgrade/Programming, PLC  CL2 Fuji Peters (PR 1200016877)","LOST","Submitted","GO","3821140.91","2025-04-02T16:00:00.000Z","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z","beyond 2.000M budget, 24June SSW Offer lost to MELAP"
"ffd2ab28-e4a1-43e4-8c37-41cda7704a66","CMRP25040180","JMO","URC BCFG","URC Cavite _ Upgrade/Programming, PLC  CL1 Fuji Primary (PR 1200016101)","LOST","Submitted","GO","3309588.7","2025-04-02T16:00:00.000Z","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z","beyond 3.058M budget, 24June SSW Offer lost to MELAP"
"5c939c9a-0f9b-4891-817f-80864aa6bee1","CMRP25040161","NSG","Digitally Intelligent Facility Systems, Inc.","Difsys Mcgill Enclosure","OP30","Submitted","GO","6366.39","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z",""
"a0080dc2-5039-46d1-8364-6f55ba6d2958","CMRP25040159","NSG","Amherst Laboratories Inc.","Amherst Lab Supply of Wireless Hygrometer","OP30","Submitted","GO","603281.25","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z",""
"284623d3-4ac1-4595-8ea4-3ac3271ee74e","CMRP25040172","JMO","URC BCFG","URC Cavite _Battery Charging Station (PR 1200016471)","LOST","Submitted","GO","788625.31","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z","2025-04-10T16:00:00.000Z","Budget 0.8M Only; 06May SSW lost to Megamaster (553,571)"
"6d83f48b-f59c-428f-a470-90b02beb5b39","CMRP25040182","JMO","URC BCFG","URC Cavite _ Upgrade/Programming, PLC Dyna Fuji FW7700 (PR 1200017035)","LOST","Submitted","GO","2855150.67","2025-04-02T16:00:00.000Z","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z","beyond 1.398M budget, 24June SSW Offer lost to MELAP"
"fe2938d7-c7d7-4fc8-b5c3-dde225ddf56d","CMRP25040169","JMO","URC BCFG","URC Cavite _QA Workstation LP & PP Panels Install'n (PR 1200016400)","LOST","Submitted","GO","1098459.82","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z","2025-04-10T16:00:00.000Z","Budget 1.1M Only; 06May SSW lost to MegaMaster (669,642)"
"1fcdc092-aa4b-4807-8059-7b0c719051c9","CMRP25040160","NSG","M.C Engineering Inc.","MC Engineer Supply of Wago Connectors","OP100","Submitted","GO","53753.07","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z","Ready stock - Netpacific"
"a4ab9c74-dec0-4f97-b7f6-a217f39a63a5","CMRP25040178","JMO","URC BCFG","URC Cavite _ Upgrade/Programming, PLC ASC Fuji (PR 1200015883)","LOST","Submitted","GO","3309588.7","2025-04-02T16:00:00.000Z","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z","beyond 2.919M budget, 24June SSW Offer lost to MELAP"
"89af846b-34e4-444d-8cd2-95db8475472a","CMRP25040179","JMO","URC BCFG","URC Cavite _ Upgrade/Programming, PLC WF2 Fuji G (PR 1200016133)","LOST","Submitted","GO","3295516.84","2025-04-02T16:00:00.000Z","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z","beyond 1.823M budget, 24June SSW Offer lost to MELAP"
"6b75c3d2-228a-4edd-8cb1-cc5f81cf7d83","CMRP25040168","JMO","URC BCFG","URC Cavite _Elect'l Works CHOCOLATE Weineroto Panel (PR 1200016270)","LOST","Submitted","GO","1766546.93","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z","2025-04-10T16:00:00.000Z","Budget 1.80M Only; 06May SSW lost to MegaMaster (1,044,562)"
"70377d8e-07b0-4320-8ac5-1b6c7a37d9ac","CMRP25040175","JMO","URC BCFG","URC Cavite _ Upgrade/Programming, PLC XO Microfilm PLC/ HMI (PR 1200016879)","LOST","Submitted","GO","1797167","2025-04-02T16:00:00.000Z","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z","w/n 1.80M budget; 24June SSW Won by MELAP"
"82a15f84-4b29-4d34-b90c-fe1e6708419b","CMRP","JMO","URC BCFG","URC Cavite _LBS Installation at SubsStation (PR  1200015875)","","","DECLINE","","2025-04-02T16:00:00.000Z","2025-04-02T16:00:00.000Z","2025-04-10T16:00:00.000Z",""
"54c321f3-27a3-4446-b769-ce252562cbb4","CMRP","JMO","URC BCFG","URC ESMO PM of 3 Power Transformers (PR 1000129599)","","","DECLINE","","2025-04-01T16:00:00.000Z","2025-04-01T16:00:00.000Z","2025-04-13T16:00:00.000Z",""
"dfc2d1e9-e11d-4191-988c-054a949150ba","","","SMC","Supply and Install of Pressure Sensor Switch and Bladder Tank","","","DECLINE","","2025-04-01T16:00:00.000Z","","",""
"7e54e6bf-2fee-48c7-acc7-951c760a158f","CMRP25030107","NSG","URC SURE","LC DIS PR#1000129018 ;1000127272 - Siemens Contactor and Mem Card","OP100","Submitted","GO","9776.22","2025-04-01T16:00:00.000Z","2025-03-11T16:00:00.000Z","2025-03-18T16:00:00.000Z",""
"3d86029d-1a99-49a4-a97b-9a892edc850b","CMRP25030128","NSG","NCC","NCC Supply of Link Box and Profibus DP Connector","OP100","Submitted","GO","1761077.25","2025-03-30T16:00:00.000Z","2025-03-25T16:00:00.000Z","2025-03-25T16:00:00.000Z",""
"d359b293-f500-474e-8bfe-bf328b2ca909","CMRP23080259","RTR","Goltens","Goltens APRI Woodward Panel Installation HMI","OP30","Submitted","GO","1345922.66","2025-03-30T16:00:00.000Z","2025-03-27T16:00:00.000Z","2025-04-02T16:00:00.000Z",""
"0a08a6c7-f91d-40c6-b2e3-1229b9644423","CMRP25030156","NSG","Digitally Intelligent Facility Systems, Inc.","Difsys Supply of Output itor Module","OP30","Submitted","GO","18519.38","2025-03-30T16:00:00.000Z","2025-03-30T16:00:00.000Z","2025-03-30T16:00:00.000Z",""
"4c8727df-324b-4559-8c29-e8b6d1bf698e","CMRP25030153","NSG","URC SURE","PASSI PR#1000134409 (Allen Bradley Parts)","OP30","Submitted","GO","651441.15","2025-03-27T16:00:00.000Z","2025-03-27T16:00:00.000Z","2025-04-03T16:00:00.000Z",""
"762d943d-9bdf-4d16-a726-777d9b8e4388","CMRP25030145","NSG","Laguna Water","Laguna Water Supply of Capacitor","OP30","Submitted","GO","470925.00","2025-03-26T16:00:00.000Z","2025-03-26T16:00:00.000Z","2025-03-26T16:00:00.000Z",""
"2579c84c-218a-4c37-aa5a-bd0032f6cd02","","LOS","Sumitomo (SHI) Cyclo Drive Asia Pacific Pte Ltd","Sumitomo Northport Replacement of DC to AC motor","","","DECLINE","","2025-03-26T16:00:00.000Z","2025-03-26T16:00:00.000Z","",""
"0c5f34c9-63e0-46a0-b269-cd4edc956fea","CMRP25030144","NSG","Laguna Water","Laguna Water Supply of Induction Motor","OP30","Submitted","GO","126070.56","2025-03-26T16:00:00.000Z","2025-03-26T16:00:00.000Z","2025-03-26T16:00:00.000Z",""
"073ba9b3-f4be-42fd-a5b4-457bf922a143","CMRP25030151","JMO","URC SURE","La Carlota_ 5000A-ACB Supply @ Pwr Ctr D  w/ Commissioning  (PR1200016893)","OP30","Submitted","GO","2332741.49","2025-03-25T16:00:00.000Z","2025-03-25T16:00:00.000Z","2025-04-01T16:00:00.000Z","23May; Still under review by proponent per Mam Nina"
"15d235a2-d73f-4d8e-8b1f-6fc76e45150b","CMRP25030150","JMO","URC BCFG","URC Cavite_MML Gravomat PLC SCADA upgrade (PR 1200016272)","LOST","Submitted","GO","3803571.43","2025-03-25T16:00:00.000Z","2025-03-25T16:00:00.000Z","2025-04-06T16:00:00.000Z","w/n 2.8M budget; 03June SSW, Lost to East -Inc. (2.2M)"
"a5e0f6c1-79eb-49d2-acea-286696064a2b","CMRP","JMO","URC BCFG","URC Canlubang_Elec'l Equipment/Substations PM Works (PR 1200015824)","","","DECLINE","","2025-03-25T16:00:00.000Z","2025-03-25T16:00:00.000Z","2025-04-03T16:00:00.000Z",""
"2431c83c-9cf1-4387-a682-2cc87974545e","CMRP25030148","JMO","URC BCFG","URC Cavite_Centralized WONDERWARE SCADA (PR 1200016249)","OP100","Submitted","GO","1250000","2025-03-25T16:00:00.000Z","2025-03-25T16:00:00.000Z","2025-04-06T16:00:00.000Z","PO# 400171978 11-June-2025; Due 20-Oct"
"e2fba911-666a-455c-b7e4-25f769f783fa","CMRP","JMO","URC BCFG","URC Canlubang_FDAS PM/Inspection - (PR 1000113352)","","","DECLINE","","2025-03-25T16:00:00.000Z","2025-03-25T16:00:00.000Z","2025-04-01T16:00:00.000Z",""
"b15b757a-97eb-4ca2-91be-60edc193bc25","CMRP25030149","JMO","URC BCFG","URC Cavite_ Silo PLC & SCADA Electrical Upgrade (PR 1200016271)","OP100","Submitted","GO","3803571.43","2025-03-25T16:00:00.000Z","2025-03-25T16:00:00.000Z","2025-04-06T16:00:00.000Z","PO# 0400171982 11-June-2025; Due 160 days from start"
"b2983b54-a72b-475b-b513-93adcab0447c","CMRP25030154","JMO","URC BCFG","URC Canlubang Panning Machines Controls Conversions (PR 1200016802)","OP100","Submitted","GO","828798.03","2025-03-25T16:00:00.000Z","2025-03-25T16:00:00.000Z","2025-04-03T16:00:00.000Z","PO #40016576123-May-2025; Due 30-Aug"
"61450a1e-9c5f-4940-a8df-1bf55cad60fb","CMRP25030139","NSG","URC SURE","URC LC DIS PR#1000075965 ;1000124184 - Schneider Breaker","OP30","Submitted","GO","21190.71","2025-03-24T16:00:00.000Z","2025-03-24T16:00:00.000Z","2025-03-31T16:00:00.000Z",""
"5f021c79-356a-4435-ae5f-d7ad01c637b2","CMRP25030140","NSG","URC SURE","URC LC DIS PR#1000061107 - Supply of CCTV","OP30","Submitted","GO","51751.7","2025-03-24T16:00:00.000Z","2025-03-24T16:00:00.000Z","2025-03-31T16:00:00.000Z",""
"97c86108-b15d-404b-8c0b-ef9bf63406fb","","CBD","Megaworld","Clark City Front Tower 2 EE & Aux","","","DECLINE","","2025-03-24T16:00:00.000Z","2025-03-23T16:00:00.000Z","2025-03-25T16:00:00.000Z",""
"733f1bfa-20d1-40fd-9bb3-bdc67f89bbb6","CMRP25030138","NSG","URC SURE","URC SONEDCO PR No. 1000015851 - Siemens Module","OP30","Submitted","GO","748881.89","2025-03-24T16:00:00.000Z","2025-03-24T16:00:00.000Z","2025-03-31T16:00:00.000Z",""
"2dd65b56-75aa-43ab-81dc-8b355c021b28","","RTR","Aboitiz","Aboitiz EAUC Supply & Installation of Operating Parameters Data Logger","","","DECLINE","","2025-03-23T16:00:00.000Z","2025-03-20T16:00:00.000Z","2025-03-26T16:00:00.000Z",""
"782c8f3f-c400-4033-b19a-a8090b1bb956","","LOS","","Archen DESIGN, MANUFACTURE, SUPPLY, DELIVERY AT SITE, HAUL, INSTALL, AND TESTING AND COMMISSIONING OF CONTINUOUS-DUTY GENERATOR SETS FOR MAITUM PORT FACILITY","","","DECLINE","","2025-03-23T16:00:00.000Z","2025-03-20T16:00:00.000Z","",""
"19b2fa34-d521-4aa5-aed0-82332a88ee9e","","CBD","Megaworld","Uptown East Gate 14F and 16F EE & Aux","","","DECLINE","","2025-03-23T16:00:00.000Z","2025-03-23T16:00:00.000Z","2025-03-25T16:00:00.000Z",""
"5e98f34b-1964-431b-a82f-2e4be3670cfd","CMRP24030101","RTR","Amherst Laboratories Inc.","Amherst Solids BMS Phase 1","OP90","Submitted","GO","9257799.55","2025-03-23T16:00:00.000Z","","","Apr 21:
- clarification meeting last Apr15"
"4d448bd7-cbf3-4cff-b8c7-90c73370498a","","RTR","Petron","Petron Pandacan Manual Filling B Siemens Logo Programming","","Submitted","GO","","2025-03-23T16:00:00.000Z","2025-03-20T16:00:00.000Z","",""
"deccdcdb-7f7c-4dd4-b0cd-b41ee3e82650","CMRP25030093","RTR","Unilab","Unilab Amherst Delta BMS Upgrade","OP60","Submitted","GO","3518123.02","2025-03-23T16:00:00.000Z","2025-03-20T16:00:00.000Z","",""
"fb06e83b-6375-46dc-8ab3-fb5713d534a3","CMRP25030155","LOS","Cross-link Construction Corp","Crosslink TI Baguio Phase 7 SCADA","OP30","Submitted","GO","4858350.11","2025-03-23T16:00:00.000Z","2025-03-20T16:00:00.000Z","2025-03-30T16:00:00.000Z",""
"40a9a84e-39e3-4b5e-a5ce-46dbe4ec1821","","NSG","Whiteport, Inc","Supply and Delivery of Panel Boards (Gardiola Residence)","","Submitted","DECLINE","","2025-03-23T16:00:00.000Z","2025-03-17T16:00:00.000Z","",""
"c5ff3d9a-74b3-459c-872d-e5f7297f71d6","","CBD","Megaworld","Upper East No.1 Aux","","","DECLINE","","2025-03-23T16:00:00.000Z","2025-03-23T16:00:00.000Z","2025-03-25T16:00:00.000Z",""
"79ddac78-a786-40a1-974a-5707f768b093","","CBD","Megaworld","Mactan Cebu CCTV","","","DECLINE","","2025-03-20T16:00:00.000Z","2025-03-19T16:00:00.000Z","2025-03-24T16:00:00.000Z",""
"bd927c5b-6d54-4096-b893-f2ef3cf397ac","","CBD","Megaworld","1Rep FDAS","","","DECLINE","","2025-03-20T16:00:00.000Z","2025-03-19T16:00:00.000Z","2025-03-27T16:00:00.000Z",""
"aa3a73ed-3371-4746-89c8-289725dada52","CMRP25030137","NSG","Manila Water","Manila Water PowerFuse Switchgear HV 160A","","","DECLINE","","2025-03-20T16:00:00.000Z","2025-03-20T16:00:00.000Z","2025-03-25T16:00:00.000Z","No response for the end user for the technical clarif / deadline 03-26-2025"
"acf25be4-82f8-416c-9b9b-3ff61620bff3","","NSG","URC SURE","PR#1000137480 - Pressure Transmitter","","","DECLINE","","2025-03-20T16:00:00.000Z","2025-03-20T16:00:00.000Z","2025-03-27T16:00:00.000Z",""
"f72a62f9-ccd3-42bd-a91c-243dd812c4f9","CMRP25030126","NSG","Petron Corporation","Petron Supply of S7-400 DO Module","OP30","Submitted","GO","61888.92","2025-03-19T16:00:00.000Z","2025-03-19T16:00:00.000Z","2025-03-19T16:00:00.000Z",""
"a9b8cdf7-8312-4450-93c3-1f527bad149f","CMRP25030125","NSG","Petron Corporation","Petron Supply of 110V Contactor","OP30","Submitted","GO","5777.9","2025-03-19T16:00:00.000Z","2025-03-19T16:00:00.000Z","2025-03-13T16:00:00.000Z",""
"45b543e4-491b-4172-b8b1-26c8db5a2521","CMRP25030130","NSG","ACEN","SLTEC Supply of Cable Tray","OP30","Submitted","GO","92070","2025-03-19T16:00:00.000Z","2025-03-19T16:00:00.000Z","2025-03-20T16:00:00.000Z",""
"9113577a-7766-4f76-b86c-b6b4a1efc31c","CMRP25030127","NSG","First Balfour, Inc","First Balfour Supply of Schneider Breaker","OP30","Submitted","GO","27803.13","2025-03-19T16:00:00.000Z","2025-03-19T16:00:00.000Z","2025-03-19T16:00:00.000Z",""
"d54562ac-8aa5-4b68-b7b7-1f204c96e497","CMRP25030131","JMO","URC BCFG","NURC-Tarlac_Structural Analysis & Integrity Certification","OP100","Submitted","GO","197477","2025-03-18T16:00:00.000Z","2025-03-18T16:00:00.000Z","2025-03-25T16:00:00.000Z","PO# 400177612 08-July-2025; Due 30-Aug, PCAB required; Inv 0320 15Aug2025"
"ff3af3b9-fa17-4389-bfda-b4c816e5d9c3","CMRP25030133","JMO","URC BCFG","URC Binan_Structural Analysis & Integrity Certification (PR 1200018334)","OP100","Submitted","GO","141218.53","2025-03-18T16:00:00.000Z","2025-03-18T16:00:00.000Z","2025-03-25T16:00:00.000Z","PO# 0400172938 16-June-2025; Inv. 0321 18Aug2025"
"6dce8163-d41c-4adb-b449-831d23f42532","","NSG","URC SURE","URC Sonedco Pressure Transmitter","","","DECLINE","","2025-03-18T16:00:00.000Z","2025-03-18T16:00:00.000Z","",""
"aaf33562-7f6b-44bc-942d-3c2f21119161","CMRP25030132","JMO","URC BCFG","URC Pam 1 _Structural Analysis & Integrity Certification","OP100","Submitted","GO","181500","2025-03-18T16:00:00.000Z","2025-03-18T16:00:00.000Z","2025-03-25T16:00:00.000Z","PO 0400182674 31-July-2025; Due 24-Dec"
"0ccb6fba-f962-4eff-b25d-88217eb83ccd","CMRP25040163","JMO","URC BCFG","URC Calamba-2 CCL Cooker Upgrade","LOST","Submitted","GO","2677678.58","2025-03-17T16:00:00.000Z","2025-08-23T16:00:00.000Z","2025-08-24T16:00:00.000Z","01Jul Tech'l Clarifications; 
25Aug BAFO for 27Aug SSW:
09 Sep SSW Offer lost to MELAP (2.5M VAT-Ex/2.8M VAT-In) per sir VJ feedback on internal system"
"9239ff63-6cbc-4d33-8492-efd032f7c98b","CMRP25030112","RTR","Net Pacific, Inc.","Netpac PLDT Clarktel FDAS PM Service","OP60","Submitted","GO","300000","2025-03-13T16:00:00.000Z","2025-03-12T16:00:00.000Z","2025-03-13T16:00:00.000Z",""
"d12cc3ab-b8ef-471f-a5bf-88102affa2ee","","CBD","Archipelago Builders Corporation","Central Park FitOut","","","DECLINE","","2025-03-13T16:00:00.000Z","2025-03-11T16:00:00.000Z","2025-03-16T16:00:00.000Z",""
"e8682a97-5bb3-4fe2-b1a1-d844ead4868f","CMRP25030114","CBD","STMicroelectronics, Inc.","Supply of Schneider PM5110","LOST","Submitted","GO","737862.92","2025-03-13T16:00:00.000Z","2025-03-13T16:00:00.000Z","2025-03-13T16:00:00.000Z","10% GM, Dynatron"
"32cfb6dc-ce13-4c6f-ad2c-b5afeb4e650a","CMRP24100440","JMO","DDT Konstract, Inc.","Secretariat Bldg 121.8kWp Solar Hybrid On-Grid with 122kWhr Battery","OP60","For Revision","GO","12000000","2025-03-13T16:00:00.000Z","2025-03-13T16:00:00.000Z","2025-03-14T16:00:00.000Z","22May Mtg w/ VP Staff-BGC; for 2026 Execution, still on civil work: 
02Sep ITB for 09Sep Pre-Bid w/ SESCO; 11Sep Tender Docs rolled Out: 
12Sep Clarif sent to DDT"
"db74ea5e-c5f2-43ca-8da4-c121e3eacdfe","CMRP25030146","JMO","URC BCFG","URC Canlubang_Install Control System Piattao's PLC Upgrade (PR 1200017874)","OP60","Submitted","GO","670270.39","2025-03-13T16:00:00.000Z","2025-05-20T16:00:00.000Z","2025-05-29T16:00:00.000Z","Assess w/ RJ: SSW: 01Aug no changes for ff-up by Sir Boni to Mam Laiza;"
"3a2c121d-69e5-4b08-a42b-f849c2add9e5","CMRP25030113","NSG","Manila Water","Manila Water Supply and Delivery Submersible Flat Cord","","","DECLINE","","2025-03-13T16:00:00.000Z","2025-03-13T16:00:00.000Z","2025-03-13T16:00:00.000Z",""
"56533bb2-7414-4a28-9090-3c0752dff564","CMRP25030147","JMO","URC BCFG","URC Canlubang _Piatto's Sheeter PLC Upgrade","OP30","Submitted","GO","1708934.7","2025-03-13T16:00:00.000Z","2025-03-13T16:00:00.000Z","2025-03-23T16:00:00.000Z","25Apr, Forwarded to HO for PR/Bid: 
01Aug no changes for ff-up by Sir Boni to Mam Laiza; 05Sep For Tabulation acc to Sir boni"
"24773860-391f-4c42-933e-7967e1a25b46","CMRP25030142","CBD","Asia Affinity Property Management","Two World and Three World Square BMS Rehab","Inactive","Submitted","GO","7584269.74","2025-03-13T16:00:00.000Z","2025-03-11T16:00:00.000Z","2025-03-27T16:00:00.000Z","To send based on all consideration; note: no VO"
"5cb49fde-14e0-48b7-bcb5-ccd589d66511","","CBD","Megaworld","Eastgate CCTV and PABGM","","","DECLINE","","2025-03-13T16:00:00.000Z","2025-03-12T16:00:00.000Z","2025-03-13T16:00:00.000Z",""
"947c03e8-826f-454f-8972-530352344eec","","CBD","Archipelago Builders Corporation","I-Land Tower 3 MEPFS","","","DECLINE","","2025-03-13T16:00:00.000Z","2025-03-11T16:00:00.000Z","2025-03-26T16:00:00.000Z",""
"336bac12-ab1e-4254-bee8-6822b35006ed","CMRP25030118","NSG","ARAJA","Araja MRT7 Station 7 Minimum Requirement","OP100","Submitted","GO","2875652.05","2025-03-13T16:00:00.000Z","2025-03-17T16:00:00.000Z","2025-03-17T16:00:00.000Z",""
"99e136cd-9114-4b99-b45d-c394fb334477","CMRP","JMO","URC BCFG","URC Pam 1_Bakery/Snacks MVSG PMS on Holy Week (PR 1000127786--127525)","","","DECLINE","","2025-03-12T16:00:00.000Z","2025-03-19T16:00:00.000Z","2025-03-19T16:00:00.000Z","Declined by RUA, Fully Booked on Holy Week"
"36018e31-520c-4e0c-98b3-f1d71fec2d0c","CMRP25030141","JMO","URC BCFG","URC Cal 2  SNACKS C 34 Priority Convenience Outlets (PR 1000134474)","LOST","Submitted","GO","1498895.35","2025-03-11T16:00:00.000Z","2025-03-11T16:00:00.000Z","2025-04-01T16:00:00.000Z","Lost to JAM (200k only); Megamaster (<400k)"
"72682f22-3052-40c4-9477-224c07b3e7ce","CMRP25030110","RTR","Busco Sugar Milling Co., Inc.","Siemens Busco Sugar PCS7 PLC RIO Panel Assembly","OP30","Submitted","GO","1885300.96","2025-03-11T16:00:00.000Z","2025-03-11T16:00:00.000Z","",""
"2ab58c9d-5619-4ae3-b3ad-96ccd76a36b5","CMRP","JMO","URC SURE","La Carlota_CO2 Engineering Workstation and Project PC (PR 1200009773)","","","DECLINE","","2025-03-11T16:00:00.000Z","2025-03-11T16:00:00.000Z","2025-03-18T16:00:00.000Z",""
"6405e9af-5618-4e58-9f52-b56eae007b3b","CMRP","JMO","URC BCFG","URC Pam PMS of Genset #6 & Genset #7 on HOLY WEEK (PR 1000129029)","","","DECLINE","","2025-03-11T16:00:00.000Z","2025-03-11T16:00:00.000Z","2025-03-18T16:00:00.000Z","Rua Not Available"
"712afbf8-5e7c-4753-a3c6-c985d3a66829","","CBD","Megaworld","PA Evacutation System One Rep","","","DECLINE","","2025-03-10T16:00:00.000Z","2025-03-10T16:00:00.000Z","",""
"da1629c7-1ec1-433a-bcdd-bdc0c06cf4f6","CMRP","JMO","Laguna Water","MIOX On-site Chlorine Generation System (Brine Cell Replacement)","","Not Yet Started","PENDING","","2025-03-10T16:00:00.000Z","2025-03-10T16:00:00.000Z","2025-03-13T16:00:00.000Z","22July Proc. Mgr. to ff-up w/ Sir Danny water Lab results"
"836f6e8b-f44e-4b54-96c8-eccd07678d02","CMRP25030106","JMO","URC BCFG","URC San Pedro 2 Auto Bake Line PLC HMI Upgrade","OP60","Submitted","GO","2095535.71","2025-03-10T16:00:00.000Z","2025-09-14T16:00:00.000Z","2025-09-15T16:00:00.000Z","new BoM 14July rev03 offer; Yet for Sir Raffy's tabulation;
29Aug, buyer request for BoM Qty alignment;
09 Sep BAFO for SSW submitted by RJ
10June pre-bid RJ; 
23July Budgetary re-submitted; 
Sir Jhun invite for 12Sep SSW"
"85365380-879d-488c-a092-e0d51c0cbb62","CMRP25020081","NSG","URC SURE","LC DIS PR#1200015861 ;1200015860 ;1000132592 ;1000132591 - ACB and Breaker Siemens","OP30","Submitted","GO","1964694.78","2025-03-10T16:00:00.000Z","2025-03-10T16:00:00.000Z","2025-03-17T16:00:00.000Z",""
"86b05b79-3682-4342-b2ba-57d6ce1d1f48","CMRP25030108","JMO","ABOITIZ Construction Inc.","Design of On-Grid Solar for TARI Aboitiz Estate Facilities","Inactive","","GO","90000","2025-03-10T16:00:00.000Z","2025-03-10T16:00:00.000Z","2025-03-13T16:00:00.000Z","7June offer On-Hybrid: client request revision to Off-Grif, Hybrid"
"cc0e36c4-28f4-42ec-a883-97f5606f2648","CMRP","JMO","URC BCFG","NURC Tarlac_ PM of Transformers (PR PR 1300001491) March 22 Execution","","","DECLINE","","2025-03-09T16:00:00.000Z","2025-03-09T16:00:00.000Z","",""
"82e3657d-aaa7-40bf-942a-6317a4971e36","CMRP25030091","CBD","Grand Apex Construction Inc.","MRT7 Station 6 ACS Works","OP100","Submitted","GO","176000","2025-03-09T16:00:00.000Z","","","Completed and collected"
"a66c1a38-113d-463f-9d3e-7c1efc527702","CMRP","JMO","URC BCFG","URC San Pedro 1_ Installation of  5-unit High Bay Lamp at DC Warehouse","","","DECLINE","","2025-03-09T16:00:00.000Z","2025-03-09T16:00:00.000Z","",""
"da27ad55-d81d-4aec-a78e-dbbd6ee43427","","NSG","URC SURE","URC SURE Supply of Pressure Transmitter","","","DECLINE","","2025-03-09T16:00:00.000Z","2025-03-09T16:00:00.000Z","",""
"407aa9a9-a409-4c91-ba59-bad5f60c7d56","CMRP25030101","CBD","Asia Affinity Property Management","Richmonde FDAS Rehab","Inactive","Submitted","GO","1300958.95","2025-03-09T16:00:00.000Z","2025-03-05T16:00:00.000Z","2025-03-10T16:00:00.000Z","June or Q3 target awarding"
"17e9f8fe-c078-4b0c-a48f-dcbb916f1896","CMRP25020082","LOS","Forthright Builders Inc.","Forthright Builders Servequest Ofc AUX","OP30","Submitted","GO","2753432.27","2025-03-09T16:00:00.000Z","","",""
"a659685f-f08f-48c8-9156-db9755cf6cf4","CMRP25030092","RTR","Aboitiz","Aboitiz TMO M5 Common PLC Upgrade","OP100","For Revision","GO","4318196.14","2025-03-09T16:00:00.000Z","2025-03-05T16:00:00.000Z","2025-05-05T16:00:00.000Z",""
"4d212a5c-3c2d-4e69-9852-1c416be0b270","CMRP25030103","NSG","BBP","BBP Preventive Maintenance - TEC","OP100","Submitted","GO","37989.55","2025-03-09T16:00:00.000Z","2025-03-09T16:00:00.000Z","2025-03-09T16:00:00.000Z","PO 18313"
"0d9c4411-0923-4ed6-b5d1-2b5f58a1d63d","CMRP25030105","RTR","Net Pacific, Inc.","Netpac FNG Uniqlo Warehouse BMS Project","OP30","Submitted","GO","8481478.54","2025-03-09T16:00:00.000Z","2025-03-04T16:00:00.000Z","",""
"5166a88d-ea7a-409d-8119-cf3da9361b8a","","LOS","Victorias Milling Company, Inc.","VMCI WinCC Server Upgrade","","","DECLINE","","2025-03-09T16:00:00.000Z","2025-02-25T16:00:00.000Z","",""
"1690be51-f36b-4b08-8900-87cb4b38d002","","RTR","Pilmico","Pilmico Tarlac PLC Spare parts Testing","","Submitted","GO","","2025-03-09T16:00:00.000Z","2025-02-06T16:00:00.000Z","",""
"6565204e-7624-4666-be3b-593384208735","CMRP","JMO","RUA Energia","Dept. Of Finance BMS Preventive Maintenance","","Not Yet Started","PENDING","","2025-03-06T16:00:00.000Z","2025-03-06T16:00:00.000Z","","29Apr -Rua to ff-up enduser pending info"
